,OpenTime,ETH-USD_Open,ETH-USD_High,ETH-USD_Low,ETH-USD_Close,ETH-USD_volume,CloseTime,ETH-QuoteAssetVolume,ETH-NumberOfTrades,ETH-TBBAv,ETH-TBQAv,ETH-ignore
31,2021-07-16 08:00:00,1908.14,1917.52,1897.1,1912.47,18655.00379,2021-07-16 08:59:59.999,35585793.7344953,22657.0,8334.32237,15903356.3471755,0.0
32,2021-07-16 09:00:00,1912.47,1913.02,1857.8,1872.48,47714.46605,2021-07-16 09:59:59.999,89738606.7895788,65412.0,18628.6722,35031449.3637805,0.0
33,2021-07-16 10:00:00,1872.31,1879.35,1861.0,1870.18,25481.70774,2021-07-16 10:59:59.999,47672171.8624322,32605.0,13374.50014,25026514.7860636,0.0
34,2021-07-16 11:00:00,1870.07,1875.38,1850.0,1867.63,42117.26771,2021-07-16 11:59:59.999,78434513.4581776,50632.0,19446.8148,36242274.2386212,0.0
35,2021-07-16 12:00:00,1867.27,1871.21,1851.0,1852.27,20702.85956,2021-07-16 12:59:59.999,38527360.2588812,28336.0,9564.38177,17798638.6065914,0.0
36,2021-07-16 13:00:00,1852.26,1895.53,1850.12,1890.0,47522.81174,2021-07-16 13:59:59.999,89099996.9245664,51937.0,25708.71261,48213186.643126,0.0
37,2021-07-16 14:00:00,1890.0,1916.94,1889.48,1898.09,40319.6762,2021-07-16 14:59:59.999,76683182.2380503,43775.0,20382.69665,38764825.532046,0.0
38,2021-07-16 15:00:00,1898.05,1915.58,1893.47,1908.6,25061.57603,2021-07-16 15:59:59.999,47735050.1186135,29520.0,12310.57525,23448167.7261941,0.0
39,2021-07-16 16:00:00,1908.37,1935.0,1904.0,1934.47,29943.13373,2021-07-16 16:59:59.999,57501603.1253702,36718.0,16888.30534,32433116.5510728,0.0
40,2021-07-16 17:00:00,1934.47,1940.0,1914.72,1928.42,30314.26249,2021-07-16 17:59:59.999,58461930.7100658,36811.0,14815.51539,28576918.8859583,0.0
41,2021-07-16 18:00:00,1928.67,1936.5,1916.21,1924.69,15431.6261,2021-07-16 18:59:59.999,29705989.7851719,20765.0,7784.78972,14989677.1515683,0.0
42,2021-07-16 19:00:00,1924.62,1925.59,1913.16,1917.8,13518.70271,2021-07-16 19:59:59.999,25945406.4862572,17497.0,6539.94531,12552325.5625578,0.0
43,2021-07-16 20:00:00,1917.8,1925.79,1903.58,1913.17,18582.27296,2021-07-16 20:59:59.999,35556020.8032713,22682.0,9044.62228,17311157.210182,0.0
44,2021-07-16 21:00:00,1913.37,1920.94,1900.42,1901.77,14148.07178,2021-07-16 21:59:59.999,27027324.5115813,17110.0,6453.20918,12331888.8494388,0.0
45,2021-07-16 22:00:00,1901.37,1904.21,1892.3,1894.79,14111.04462,2021-07-16 22:59:59.999,26798386.0678619,21314.0,6547.66798,12436446.4956387,0.0
46,2021-07-16 23:00:00,1894.79,1903.99,1876.03,1879.69,20275.05394,2021-07-16 23:59:59.999,38277814.0158464,23672.0,9821.72052,18543468.6914677,0.0
47,2021-07-17 00:00:00,1879.69,1886.19,1870.11,1876.26,15202.21832,2021-07-17 00:59:59.999,28550851.3133117,20025.0,6854.57886,12873920.442608,0.0
48,2021-07-17 01:00:00,1876.47,1899.47,1865.0,1899.47,29207.04168,2021-07-17 01:59:59.999,54875636.7511767,40835.0,14868.98369,27953639.8883217,0.0
49,2021-07-17 02:00:00,1899.47,1900.56,1865.22,1873.7,17817.29786,2021-07-17 02:59:59.999,33539718.6298521,27360.0,8022.31041,15104044.4607284,0.0
50,2021-07-17 03:00:00,1873.57,1875.0,1857.57,1865.93,22633.46492,2021-07-17 03:59:59.999,42212387.9224379,27563.0,9594.27952,17899327.6220083,0.0
51,2021-07-17 04:00:00,1865.93,1875.99,1861.56,1867.0,13514.68453,2021-07-17 04:59:59.999,25263369.5712939,18156.0,7169.43521,13403787.4487488,0.0
52,2021-07-17 05:00:00,1867.0,1887.06,1861.73,1879.42,14884.22882,2021-07-17 05:59:59.999,27899337.9485504,20286.0,8246.22439,15462904.8641976,0.0
53,2021-07-17 06:00:00,1879.67,1890.16,1877.52,1885.97,16187.13833,2021-07-17 06:59:59.999,30506454.7661418,18494.0,8461.64781,15946727.7698549,0.0
54,2021-07-17 07:00:00,1885.97,1895.0,1881.06,1893.42,11673.13058,2021-07-17 07:59:59.999,22044204.1895323,16336.0,6222.02294,11750358.0146346,0.0
55,2021-07-17 08:00:00,1893.42,1894.12,1877.06,1877.98,12128.09513,2021-07-17 08:59:59.999,22825747.6107196,16599.0,5723.32352,10772249.3075226,0.0
56,2021-07-17 09:00:00,1877.94,1909.46,1866.31,1895.93,27695.71426,2021-07-17 09:59:59.999,52322600.6733083,36219.0,15413.03491,29124435.0357675,0.0
57,2021-07-17 10:00:00,1895.94,1899.15,1877.71,1880.79,14319.51135,2021-07-17 10:59:59.999,27048810.8930845,20707.0,6889.68695,13016823.680356,0.0
58,2021-07-17 11:00:00,1880.81,1881.37,1852.78,1853.01,27141.66082,2021-07-17 11:59:59.999,50606646.7303053,35344.0,11373.75974,21211202.4645235,0.0
59,2021-07-17 12:00:00,1853.01,1868.68,1844.45,1864.47,23164.0391,2021-07-17 12:59:59.999,43035199.998933,32200.0,10004.4143,18601406.8231475,0.0
60,2021-07-17 13:00:00,1864.47,1878.0,1860.0,1873.78,12872.90635,2021-07-17 13:59:59.999,24076741.5918002,19061.0,6931.05694,12965004.5366792,0.0
61,2021-07-17 14:00:00,1873.78,1894.64,1860.4,1882.39,27111.07898,2021-07-17 14:59:59.999,50920428.5051007,33682.0,14002.09274,26300964.1150903,0.0
62,2021-07-17 15:00:00,1882.39,1892.47,1880.07,1881.55,18035.98918,2021-07-17 15:59:59.999,33999377.3776106,21656.0,9252.19941,17443663.0360799,0.0
63,2021-07-17 16:00:00,1881.61,1889.18,1872.0,1886.86,17074.67882,2021-07-17 16:59:59.999,32098972.3184767,21390.0,8863.15871,16668404.834243,0.0
64,2021-07-17 17:00:00,1886.86,1917.57,1881.11,1900.32,32662.67585,2021-07-17 17:59:59.999,62085888.8485821,39187.0,18134.26279,34469261.2267505,0.0
65,2021-07-17 18:00:00,1900.06,1903.91,1880.43,1894.15,16278.33917,2021-07-17 18:59:59.999,30780570.9943268,22132.0,7801.44913,14753803.5760464,0.0
66,2021-07-17 19:00:00,1894.06,1911.8,1888.64,1902.52,14460.00562,2021-07-17 19:59:59.999,27522108.5900805,21141.0,8039.46032,15303593.684707,0.0
67,2021-07-17 20:00:00,1902.52,1919.19,1897.5,1908.0,15947.30039,2021-07-17 20:59:59.999,30444264.3320091,22306.0,8259.88186,15770614.2822145,0.0
68,2021-07-17 21:00:00,1908.01,1915.48,1897.04,1898.28,13058.07835,2021-07-17 21:59:59.999,24888083.6103582,17412.0,5822.729,11098880.7253288,0.0
69,2021-07-17 22:00:00,1898.28,1915.82,1892.36,1908.88,10506.17598,2021-07-17 22:59:59.999,20010123.6234619,17531.0,5937.49577,11311540.7831236,0.0
70,2021-07-17 23:00:00,1908.88,1908.88,1895.75,1899.33,9959.60295,2021-07-17 23:59:59.999,18933329.298385,14115.0,5095.8906,9687974.7617904,0.0
71,2021-07-18 00:00:00,1899.33,1903.0,1889.0,1899.59,11967.67676,2021-07-18 00:59:59.999,22688636.4823747,16296.0,6162.27471,11684516.4919518,0.0
72,2021-07-18 01:00:00,1899.5,1988.0,1896.55,1970.24,61370.75352,2021-07-18 01:59:59.999,119278516.2555539,76299.0,35634.09154,69244198.2107327,0.0
73,2021-07-18 02:00:00,1970.25,1987.09,1961.04,1977.64,47406.31978,2021-07-18 02:59:59.999,93685317.9901749,49750.0,21126.11769,41760016.6755322,0.0
74,2021-07-18 03:00:00,1977.64,1993.79,1971.41,1982.95,29283.29023,2021-07-18 03:59:59.999,58013847.3681381,29514.0,16086.01118,31864198.1986285,0.0
75,2021-07-18 04:00:00,1982.95,1988.82,1970.0,1981.77,15888.54283,2021-07-18 04:59:59.999,31436066.1987206,20829.0,6904.17038,13664731.0365869,0.0
76,2021-07-18 05:00:00,1981.77,1989.5,1971.99,1976.01,20324.15462,2021-07-18 05:59:59.999,40207413.5293265,21149.0,10779.44017,21326117.6436215,0.0
77,2021-07-18 06:00:00,1976.12,1982.96,1973.94,1977.1,15033.01422,2021-07-18 06:59:59.999,29741609.9486235,16465.0,7417.47101,14674424.8094455,0.0
78,2021-07-18 07:00:00,1977.1,1981.34,1953.76,1957.66,27034.4342,2021-07-18 07:59:59.999,53087055.1884964,29691.0,12185.9536,23928527.7603903,0.0
79,2021-07-18 08:00:00,1957.67,1970.0,1953.53,1959.0,15209.15868,2021-07-18 08:59:59.999,29793091.6966364,21708.0,7808.37476,15297222.342391,0.0
80,2021-07-18 09:00:00,1959.0,1973.75,1957.01,1968.94,23557.91543,2021-07-18 09:59:59.999,46301274.9403646,26744.0,12162.26071,23906926.2005386,0.0
81,2021-07-18 10:00:00,1968.93,1973.77,1961.01,1962.87,12101.56191,2021-07-18 10:59:59.999,23793456.033837,17510.0,5692.4863,11193195.3856741,0.0
82,2021-07-18 11:00:00,1962.88,1968.33,1949.46,1961.79,12542.08045,2021-07-18 11:59:59.999,24557156.0049924,29133.0,6028.06993,11805229.3147465,0.0
83,2021-07-18 12:00:00,1961.79,1970.0,1958.78,1965.59,12148.56202,2021-07-18 12:59:59.999,23863925.2612321,15170.0,6045.36776,11875586.6881771,0.0
84,2021-07-18 13:00:00,1965.59,1973.24,1955.97,1959.97,15274.9075,2021-07-18 13:59:59.999,30003732.3307946,23261.0,8097.58484,15905311.948606,0.0
85,2021-07-18 14:00:00,1960.05,1962.54,1942.09,1947.31,16576.67221,2021-07-18 14:59:59.999,32350765.8225051,22397.0,7636.85645,14902739.2602371,0.0
86,2021-07-18 15:00:00,1947.3,1958.0,1900.0,1907.99,42980.73001,2021-07-18 15:59:59.999,82785506.9149909,48217.0,20105.82773,38748010.3707368,0.0
87,2021-07-18 16:00:00,1907.88,1912.32,1880.23,1890.86,33843.97598,2021-07-18 16:59:59.999,64355608.1758707,42759.0,15573.47688,29629828.3242792,0.0
88,2021-07-18 17:00:00,1891.0,1902.18,1877.1,1896.14,25281.11635,2021-07-18 17:59:59.999,47794739.9458944,65484.0,11712.83101,22149369.3447307,0.0
89,2021-07-18 18:00:00,1896.13,1911.42,1891.0,1902.79,14557.04571,2021-07-18 18:59:59.999,27670550.4128552,19898.0,7665.24603,14568208.2049451,0.0
90,2021-07-18 19:00:00,1902.74,1909.54,1898.71,1899.88,13835.3286,2021-07-18 19:59:59.999,26351890.6187747,16497.0,7346.04214,13994501.0781914,0.0
91,2021-07-18 20:00:00,1899.86,1908.9,1898.86,1901.04,8721.97651,2021-07-18 20:59:59.999,16592458.9565826,17487.0,5079.63358,9664292.0365673,0.0
92,2021-07-18 21:00:00,1900.75,1905.0,1893.39,1894.24,10251.35465,2021-07-18 21:59:59.999,19472220.9432108,13859.0,4838.26956,9190656.0682796,0.0
93,2021-07-18 22:00:00,1894.24,1916.99,1890.49,1913.54,13475.54943,2021-07-18 22:59:59.999,25647103.6369296,32358.0,7000.30828,13327785.5560778,0.0
94,2021-07-18 23:00:00,1913.74,1928.57,1882.17,1888.02,28840.18169,2021-07-18 23:59:59.999,54819234.4792101,58969.0,13776.72835,26183970.4938138,0.0
95,2021-07-19 00:00:00,1888.02,1905.0,1881.0,1891.64,19299.01001,2021-07-19 00:59:59.999,36502454.8683027,53380.0,8962.93671,16957225.1704149,0.0
96,2021-07-19 01:00:00,1891.65,1908.05,1880.8,1885.01,21884.93667,2021-07-19 01:59:59.999,41459036.7787392,25138.0,10235.12522,19390659.7366298,0.0
97,2021-07-19 02:00:00,1885.0,1887.25,1865.47,1881.75,24500.4961,2021-07-19 02:59:59.999,45940974.0533655,30932.0,11455.19553,21480007.8119705,0.0
98,2021-07-19 03:00:00,1881.74,1888.88,1872.79,1878.65,13680.85743,2021-07-19 03:59:59.999,25746329.2500512,17190.0,7027.62352,13226760.6905122,0.0
99,2021-07-19 04:00:00,1878.64,1894.22,1875.75,1885.59,12523.49943,2021-07-19 04:59:59.999,23610114.8058488,15294.0,6248.29595,11779492.340069,0.0
100,2021-07-19 05:00:00,1885.3,1899.53,1881.25,1898.57,10922.90187,2021-07-19 05:59:59.999,20656359.2488611,15251.0,5927.92515,11211754.3565292,0.0
101,2021-07-19 06:00:00,1898.56,1915.21,1891.11,1908.29,20986.79922,2021-07-19 06:59:59.999,39932312.7036111,24146.0,10752.2698,20460538.8366589,0.0
102,2021-07-19 07:00:00,1908.29,1914.09,1898.63,1905.44,12185.25968,2021-07-19 07:59:59.999,23206350.8539664,15120.0,5967.71361,11366625.0383468,0.0
103,2021-07-19 08:00:00,1905.44,1919.0,1888.94,1891.56,19920.18524,2021-07-19 08:59:59.999,37873879.3002267,22617.0,9944.42683,18912580.2145289,0.0
104,2021-07-19 09:00:00,1891.56,1900.77,1875.2,1876.12,20435.45642,2021-07-19 09:59:59.999,38625385.0847573,23429.0,10773.69582,20370818.0312489,0.0
105,2021-07-19 10:00:00,1876.12,1883.89,1866.47,1871.42,26133.63362,2021-07-19 10:59:59.999,49003913.1729548,29242.0,11298.91326,21196404.6702445,0.0
106,2021-07-19 11:00:00,1871.52,1877.23,1855.45,1857.86,28293.95503,2021-07-19 11:59:59.999,52804245.8336673,31686.0,12409.65306,23164555.0013775,0.0
107,2021-07-19 12:00:00,1857.78,1875.34,1855.16,1862.2,17089.176,2021-07-19 12:59:59.999,31892637.5299255,23170.0,8881.3161,16574332.0565586,0.0
108,2021-07-19 13:00:00,1862.2,1868.3,1805.0,1814.31,90325.21029,2021-07-19 13:59:59.999,165208764.5432668,103601.0,33800.8268,61786160.7328112,0.0
109,2021-07-19 14:00:00,1814.32,1829.37,1805.0,1809.21,53305.37132,2021-07-19 14:59:59.999,96738363.7595161,53625.0,24914.33279,45230010.4636866,0.0
110,2021-07-19 15:00:00,1809.21,1826.7,1805.43,1821.97,40921.13801,2021-07-19 15:59:59.999,74305496.9319866,45312.0,20404.88852,37056857.681728,0.0
111,2021-07-19 16:00:00,1821.97,1832.73,1816.73,1820.25,24857.16449,2021-07-19 16:59:59.999,45341697.190479,30002.0,11687.28207,21320382.9283487,0.0
112,2021-07-19 17:00:00,1820.25,1825.0,1813.66,1818.28,18408.48818,2021-07-19 17:59:59.999,33486455.0910108,22378.0,9051.04984,16466756.2932109,0.0
113,2021-07-19 18:00:00,1818.3,1832.63,1817.2,1823.72,15173.33476,2021-07-19 18:59:59.999,27688080.2152837,18665.0,7758.32705,14158788.018895,0.0
114,2021-07-19 19:00:00,1823.72,1831.39,1813.71,1818.34,15280.96241,2021-07-19 19:59:59.999,27862788.6135708,17452.0,5995.84879,10937244.2147147,0.0
115,2021-07-19 20:00:00,1818.05,1826.71,1808.0,1824.98,20099.65771,2021-07-19 20:59:59.999,36511920.0866647,21134.0,6939.51109,12610387.7519122,0.0
116,2021-07-19 21:00:00,1824.98,1826.88,1817.5,1819.66,8193.28291,2021-07-19 21:59:59.999,14925462.9578646,12461.0,4539.99598,8271046.104918,0.0
117,2021-07-19 22:00:00,1819.64,1827.87,1810.52,1811.46,10087.07927,2021-07-19 22:59:59.999,18338544.7033551,14651.0,5365.95797,9755713.5369137,0.0
118,2021-07-19 23:00:00,1811.47,1828.89,1811.28,1820.64,10840.64237,2021-07-19 23:59:59.999,19744005.0773731,14487.0,5324.71257,9698484.088071,0.0
119,2021-07-20 00:00:00,1820.59,1829.37,1815.38,1818.73,11370.44928,2021-07-20 00:59:59.999,20724281.1375364,14080.0,5181.10133,9444013.3186022,0.0
120,2021-07-20 01:00:00,1818.73,1841.34,1813.06,1816.06,22287.01583,2021-07-20 01:59:59.999,40683792.2609334,26958.0,10753.83961,19635666.69302,0.0
121,2021-07-20 02:00:00,1815.99,1820.11,1780.0,1783.37,67795.48234,2021-07-20 02:59:59.999,121601211.3511848,70714.0,25820.9526,46314793.3029824,0.0
122,2021-07-20 03:00:00,1783.37,1790.85,1750.0,1750.75,59576.85503,2021-07-20 03:59:59.999,105226050.4802368,60463.0,23408.28752,41344132.0127494,0.0
123,2021-07-20 04:00:00,1750.5,1757.69,1706.0,1728.59,109893.27909,2021-07-20 04:59:59.999,190638668.2955129,97526.0,39471.53588,68500072.2172953,0.0
124,2021-07-20 05:00:00,1728.6,1753.94,1723.82,1740.2,47087.65713,2021-07-20 05:59:59.999,81749033.9277277,46755.0,25444.47898,44190726.4411792,0.0
125,2021-07-20 06:00:00,1740.34,1755.14,1738.45,1753.21,25773.63812,2021-07-20 06:59:59.999,45006068.1818385,32700.0,11601.00385,20254626.6047403,0.0
126,2021-07-20 07:00:00,1753.01,1760.9,1747.1,1757.82,28533.73492,2021-07-20 07:59:59.999,50006451.1560459,30211.0,14062.08989,24643285.7610362,0.0
127,2021-07-20 08:00:00,1757.82,1769.39,1757.32,1762.07,27294.50782,2021-07-20 08:59:59.999,48120949.8028197,31969.0,13149.7906,23185231.8013029,0.0
128,2021-07-20 09:00:00,1762.06,1764.56,1736.26,1737.22,30375.32499,2021-07-20 09:59:59.999,53149484.6130459,34214.0,13483.05661,23589197.7666578,0.0
129,2021-07-20 10:00:00,1737.17,1754.59,1718.64,1729.29,35703.59311,2021-07-20 10:59:59.999,62006910.5298109,40928.0,15304.75231,26594414.8623949,0.0
130,2021-07-20 11:00:00,1728.96,1757.96,1722.42,1755.77,39379.03379,2021-07-20 11:59:59.999,68655706.619967,42075.0,20830.76347,36320772.1282116,0.0
131,2021-07-20 12:00:00,1755.85,1764.28,1743.02,1755.99,25030.75506,2021-07-20 12:59:59.999,43948415.9057683,28555.0,11318.40981,19868509.2980982,0.0
132,2021-07-20 13:00:00,1756.0,1762.6,1745.86,1756.77,18554.65283,2021-07-20 13:59:59.999,32572520.0773257,24497.0,9279.37249,16288251.7832456,0.0
133,2021-07-20 14:00:00,1756.77,1759.12,1734.48,1744.13,23034.66401,2021-07-20 14:59:59.999,40194335.785586,44234.0,11556.51587,20167574.6239191,0.0
134,2021-07-20 15:00:00,1744.12,1774.0,1738.0,1767.73,37460.23157,2021-07-20 15:59:59.999,65809605.5529777,45824.0,18907.46479,33234270.2543135,0.0
135,2021-07-20 16:00:00,1767.82,1812.0,1762.9,1805.29,57301.59845,2021-07-20 16:59:59.999,102476089.618877,63956.0,32494.98987,58119382.6908238,0.0
136,2021-07-20 17:00:00,1805.16,1819.88,1778.3,1778.31,30716.32255,2021-07-20 17:59:59.999,55150588.1408731,39897.0,14938.89863,26842370.3026587,0.0
137,2021-07-20 18:00:00,1778.39,1787.68,1776.5,1782.67,13899.76964,2021-07-20 18:59:59.999,24761004.9798868,19226.0,6691.59167,11920663.5153961,0.0
138,2021-07-20 19:00:00,1782.68,1796.36,1780.55,1794.17,12996.84691,2021-07-20 19:59:59.999,23257367.3371539,31081.0,7009.94149,12542413.9029448,0.0
139,2021-07-20 20:00:00,1794.05,1803.28,1785.81,1789.39,15992.82148,2021-07-20 20:59:59.999,28690808.9163563,36374.0,8631.34753,15485196.1560931,0.0
140,2021-07-20 21:00:00,1789.32,1804.99,1789.32,1794.08,13082.19545,2021-07-20 21:59:59.999,23514698.7682246,28004.0,6934.54062,12462620.0184368,0.0
141,2021-07-20 22:00:00,1794.21,1799.69,1778.43,1785.33,13874.84877,2021-07-20 22:59:59.999,24793944.4351476,25731.0,6285.1295,11230971.6673734,0.0
142,2021-07-20 23:00:00,1785.17,1789.6,1765.43,1770.43,15398.4942,2021-07-20 23:59:59.999,27350469.2754492,20696.0,7435.51087,13207757.6518073,0.0
143,2021-07-21 00:00:00,1770.41,1794.0,1769.86,1786.03,15213.94891,2021-07-21 00:59:59.999,27134294.327417,21052.0,6797.7483,12123749.6484103,0.0
144,2021-07-21 01:00:00,1786.03,1797.75,1764.56,1769.35,22432.41342,2021-07-21 01:59:59.999,39929550.8647646,25031.0,10166.11776,18101302.2121498,0.0
145,2021-07-21 02:00:00,1769.35,1778.78,1747.55,1773.03,26371.57256,2021-07-21 02:59:59.999,46578613.7205901,27996.0,10685.9579,18894347.1287914,0.0
146,2021-07-21 03:00:00,1773.1,1800.49,1772.36,1794.99,25924.51331,2021-07-21 03:59:59.999,46368359.6887815,30142.0,13765.41149,24621653.7851835,0.0
147,2021-07-21 04:00:00,1795.0,1808.88,1789.0,1801.87,20983.38456,2021-07-21 04:59:59.999,37742765.8414439,24095.0,11273.15514,20280452.4430618,0.0
148,2021-07-21 05:00:00,1801.87,1872.27,1800.78,1861.66,100184.69336,2021-07-21 05:59:59.999,184889088.1867902,118007.0,58100.18705,107237786.0718922,0.0
149,2021-07-21 06:00:00,1861.65,1868.8,1852.44,1855.91,30012.38916,2021-07-21 06:59:59.999,55797337.0612934,34513.0,15047.53735,27976408.7246118,0.0
150,2021-07-21 07:00:00,1855.92,1878.7,1855.91,1877.28,32743.57255,2021-07-21 07:59:59.999,61164895.1999417,34764.0,16794.44372,31376131.3184214,0.0
151,2021-07-21 08:00:00,1877.29,1881.23,1862.58,1875.25,31107.29231,2021-07-21 08:59:59.999,58185612.94206,33265.0,17089.00168,31969668.7155066,0.0
152,2021-07-21 09:00:00,1875.25,1881.44,1860.01,1871.12,35214.47154,2021-07-21 09:59:59.999,65816869.3372226,33517.0,19431.48902,36319688.2299705,0.0
153,2021-07-21 10:00:00,1871.13,1896.98,1864.61,1892.3,36566.83999,2021-07-21 10:59:59.999,68683056.7140481,38743.0,20238.82466,38021850.5959936,0.0
154,2021-07-21 11:00:00,1892.31,1913.69,1887.43,1901.67,61429.31113,2021-07-21 11:59:59.999,116650441.0235404,56221.0,30996.72759,58873786.0270092,0.0
155,2021-07-21 12:00:00,1901.68,1911.75,1895.0,1906.84,40491.63474,2021-07-21 12:59:59.999,77078464.8211775,56707.0,21095.98325,40166896.5452343,0.0
156,2021-07-21 13:00:00,1906.97,1919.9,1897.63,1899.6,40597.26047,2021-07-21 13:59:59.999,77507333.6220925,57958.0,18643.12019,35603067.8894015,0.0
157,2021-07-21 14:00:00,1899.6,1910.41,1893.55,1903.95,25324.23929,2021-07-21 14:59:59.999,48191538.8457617,26014.0,11261.93759,21433301.8282845,0.0
