OpenTime,LTC-USD_Open,LTC-USD_High,LTC-USD_Low,LTC-USD_Close,LTC-USD_volume,CloseTime,LTC-QuoteAssetVolume,LTC-NumberOfTrades,LTC-TBBAv,LTC-TBQAv,LTC-ignore,ETH-USD_Open,ETH-USD_High,ETH-USD_Low,ETH-USD_Close,ETH-USD_volume,ETH-QuoteAssetVolume,ETH-NumberOfTrades,ETH-TBBAv,ETH-TBQAv,ETH-ignore,BTC-USD_Open,BTC-USD_High,BTC-USD_Low,BTC-USD_Close,BTC-USD_volume,BTC-QuoteAssetVolume,BTC-NumberOfTrades,BTC-TBBAv,BTC-TBQAv,BTC-ignore
2022-06-14 02:00:00,42.7,42.8,42.5,42.7,3980.897,2022-06-14 02:04:59.999,169839.8587,482.0,2258.677,96364.9707,0.0,1172.53,1180.24,1169.22,1174.0,14438.145,16958787.278453,11963.0,6898.8777,8104253.047445,0.0,21759.51,21887.84,21650.0,21701.28,2050.613857,44629305.80933966,19961.0,857.921433,18672165.7593684,0.0
2022-06-14 02:05:00,42.6,42.7,42.1,42.3,4087.738,2022-06-14 02:09:59.999,173201.7393,560.0,1987.555,84190.8191,0.0,1174.0,1178.0,1156.0,1163.13,25410.0271,29618451.9376002,17411.0,8984.4991,10488256.813896,0.0,21701.28,21712.26,21500.0,21556.32,1891.788155,40855123.37385554,19362.0,852.24332,18409791.604711,0.0
2022-06-14 02:10:00,42.3,42.8,42.1,42.5,5901.953,2022-06-14 02:14:59.999,251238.2849,848.0,3639.257,154963.7519,0.0,1163.13,1187.97,1160.39,1178.0,16635.8823,19566832.680602,15054.0,8706.3592,10239222.991098,0.0,21556.33,21809.95,21500.0,21627.43,1484.62448,32208865.8225464,16914.0,735.88268,15967851.8187873,0.0
2022-06-14 02:15:00,42.4,42.5,42.1,42.1,3157.932,2022-06-14 02:19:59.999,133655.5729,334.0,1263.433,53518.8041,0.0,1178.0,1181.31,1168.0,1168.41,13002.0141,15273693.968255,11200.0,5686.1095,6680239.575823,0.0,21627.43,21674.69,21510.01,21513.26,1038.44343,22425708.002824,12308.0,479.79914,10361996.5020603,0.0
2022-06-14 02:20:00,42.1,42.4,41.9,42.0,5749.751,2022-06-14 02:24:59.999,242408.0391,654.0,1963.996,82848.1018,0.0,1168.41,1174.29,1157.0,1160.91,14741.6537,17186458.059373,13765.0,6394.836,7455779.245462,0.0,21513.26,21604.48,21391.64,21439.76,1906.616358,40979597.41742545,20405.0,823.455087,17697980.6335834,0.0
2022-06-14 02:25:00,41.9,42.0,41.6,41.7,4679.198,2022-06-14 02:29:59.999,195349.9858,678.0,2334.262,97514.5902,0.0,1160.91,1162.42,1150.0,1152.09,20127.7863,23223676.335429,17519.0,8307.7065,9586770.798372,0.0,21439.76,21443.85,21150.75,21171.2,2404.937761,51136673.46081726,26696.0,965.499,20532345.4148065,0.0
2022-06-14 02:30:00,41.6,41.9,41.5,41.6,8057.131,2022-06-14 02:34:59.999,335997.0472,741.0,3315.889,138306.8607,0.0,1152.11,1161.14,1150.0,1150.58,15369.3487,17743207.513136,12276.0,7090.1163,8186644.157096,0.0,21171.2,21387.32,21112.0,21208.93,1695.656473,36065949.42492775,18211.0,834.62055,17752109.6334238,0.0
2022-06-14 02:35:00,41.6,41.7,41.3,41.3,7021.626,2022-06-14 02:39:59.999,291161.7547,731.0,3167.901,131401.2456,0.0,1150.59,1155.0,1127.38,1131.01,41985.49422,47925956.5957106,27891.0,14994.87207,17111478.2506591,0.0,21208.93,21276.42,21074.32,21081.34,1894.42457,40042948.6142189,22649.0,851.0447,17990122.5962674,0.0
2022-06-14 02:40:00,41.3,41.4,41.0,41.0,7154.488,2022-06-14 02:44:59.999,294566.9547,864.0,2990.606,123233.8784,0.0,1131.07,1134.6,1115.19,1118.19,37306.32656,41886800.1749561,22266.0,16907.11174,18983720.3425314,0.0,21081.34,21150.0,21000.99,21013.08,2283.788218,48072223.38779185,24139.0,1123.15895,23644390.3421031,0.0
2022-06-14 02:45:00,41.0,41.5,40.9,41.1,8469.439,2022-06-14 02:49:59.999,349252.8459,821.0,5253.502,216724.4717,0.0,1118.2,1138.36,1117.94,1126.74,18645.9933,21043175.415819,14229.0,8724.1656,9843497.331305,0.0,21012.01,21346.15,21012.01,21215.93,1494.57866,31714328.1968046,15826.0,824.07267,17485728.4577156,0.0
2022-06-14 02:50:00,41.1,41.2,40.7,40.8,4818.889,2022-06-14 02:54:59.999,197080.0534,664.0,2251.981,92057.6307,0.0,1126.75,1127.23,1111.77,1112.22,18080.23712,20186406.5150104,12810.0,9018.6852,10065714.961889,0.0,21215.94,21222.57,21005.0,21005.02,1397.51581,29459791.8977212,14436.0,666.48543,14048228.8945824,0.0
2022-06-14 02:55:00,40.7,41.0,40.5,40.6,5926.382,2022-06-14 02:59:59.999,241412.0149,639.0,2855.963,116408.5105,0.0,1112.22,1117.39,1102.0,1102.52,36073.5624,40008179.7106956,21948.0,14211.1487,15762999.752768,0.0,21005.03,21113.91,20855.0,20855.0,3052.656925,63994657.78653979,39092.0,1294.592689,27135440.9455205,0.0
2022-06-14 03:00:00,40.6,40.9,40.3,40.4,6335.845,2022-06-14 03:04:59.999,256998.8582,732.0,2615.488,106203.7878,0.0,1102.51,1114.99,1101.03,1102.26,16352.9291,18090812.579215,13694.0,8645.537,9564310.961636,0.0,20855.0,21138.45,20846.0,20925.62,1794.86067,37626376.6282375,20978.0,919.64528,19283807.5262186,0.0
2022-06-14 03:05:00,40.5,41.3,40.4,41.2,8842.012,2022-06-14 03:09:59.999,362129.1466,986.0,5184.892,212318.3266,0.0,1102.25,1131.12,1100.0,1121.39,46059.6414,51323124.93052,24109.0,22829.7025,25467320.188096,0.0,20925.61,21500.0,20866.99,21380.16,2327.68933,49452772.0318385,26691.0,1182.98657,25129787.3486369,0.0
2022-06-14 03:10:00,41.2,41.3,40.9,41.0,3896.872,2022-06-14 03:14:59.999,160266.298,478.0,1851.275,76182.3028,0.0,1121.39,1127.37,1112.84,1118.71,17621.1479,19737347.44812,12284.0,8829.2811,9889943.259737,0.0,21380.15,21451.83,21214.41,21311.74,1284.36856,27393369.8798002,18210.0,608.28013,12972973.099442,0.0
2022-06-14 03:15:00,41.1,41.7,41.0,41.5,5707.359,2022-06-14 03:19:59.999,236965.7757,628.0,3623.147,150476.6999,0.0,1118.5,1133.5,1118.0,1123.89,15503.31,17486977.029105,11445.0,8307.8142,9369771.506325,0.0,21311.74,21642.15,21300.0,21436.85,1351.36076,29055910.6052871,19180.0,739.10073,15892258.2783743,0.0
2022-06-14 03:20:00,41.5,41.5,40.9,41.0,2558.235,2022-06-14 03:24:59.999,105680.3085,321.0,782.821,32350.5197,0.0,1123.94,1125.33,1102.79,1104.32,14323.6928,15963874.458914,12059.0,6464.9877,7209730.376946,0.0,21436.84,21436.85,21129.38,21164.3,1103.72251,23526828.0708143,14411.0,466.85347,9952752.2086397,0.0
2022-06-14 03:25:00,41.0,41.1,40.5,40.9,5310.298,2022-06-14 03:29:59.999,216512.9205,700.0,2871.826,117199.9153,0.0,1104.4,1107.89,1080.21,1093.29,48966.65776,53494121.974044,29892.0,20525.2617,22387720.820826,0.0,21164.3,21214.25,20940.49,21109.78,1511.17933,31838593.7919776,20021.0,745.03243,15697065.8387581,0.0
2022-06-14 03:30:00,40.9,41.2,40.8,41.1,5065.688,2022-06-14 03:34:59.999,207868.8368,531.0,3307.16,135750.0695,0.0,1093.28,1104.67,1091.07,1094.05,29745.3872,32656397.937883,18118.0,14361.6155,15771161.853097,0.0,21109.77,21288.54,21059.44,21253.24,1638.65661,34743593.6648083,19206.0,762.58441,16164606.8149367,0.0
2022-06-14 03:35:00,41.1,41.6,40.6,41.5,5650.273,2022-06-14 03:39:59.999,232012.2806,692.0,2567.769,105528.7357,0.0,1094.05,1100.65,1075.8,1097.02,31225.61285,33936878.498683,21282.0,15430.2923,16778109.899159,0.0,21253.24,21336.41,21074.26,21274.96,1110.59526,23554680.2231474,15814.0,531.3767,11269294.6708292,0.0
2022-06-14 03:40:00,41.4,41.9,41.0,41.9,4751.158,2022-06-14 03:44:59.999,197317.5296,612.0,2935.006,121875.3878,0.0,1097.02,1113.99,1087.32,1113.46,21666.6995,23864362.279027,16963.0,12694.1081,13981933.83819,0.0,21274.97,21493.65,21150.72,21493.65,1130.72255,24122174.3182638,16224.0,605.16685,12913568.1777859,0.0
2022-06-14 03:45:00,41.9,42.2,41.7,42.1,4145.631,2022-06-14 03:49:59.999,173632.9721,472.0,1904.059,79787.0182,0.0,1113.05,1118.74,1104.02,1115.51,28578.9321,31817915.015823,16232.0,15907.9601,17711967.767992,0.0,21491.4,21599.99,21392.55,21568.02,2317.09812,49799984.3955228,22641.0,1011.34301,21732676.1517671,0.0
2022-06-14 03:50:00,42.2,42.8,42.1,42.6,7582.365,2022-06-14 03:54:59.999,322197.9334,783.0,3306.091,140434.262,0.0,1115.5,1130.0,1112.59,1117.33,26320.9381,29549072.421166,15641.0,15320.751,17208702.525847,0.0,21562.38,21790.0,21490.81,21563.18,2317.17269,50120083.1428221,25652.0,996.75134,21564687.0832028,0.0
2022-06-14 03:55:00,42.5,43.5,42.4,43.3,9782.252,2022-06-14 03:59:59.999,420995.6076,1167.0,5178.233,222950.7126,0.0,1117.33,1120.35,1109.55,1119.59,11491.0548,12791973.196128,9282.0,6074.752,6762246.094953,0.0,21563.19,21611.6,21435.47,21548.74,818.18658,17593777.5916932,11875.0,401.07276,8623612.5759805,0.0
2022-06-14 04:00:00,43.4,43.4,43.0,43.1,8526.338,2022-06-14 04:04:59.999,368135.9777,897.0,3768.211,162747.9641,0.0,1119.1,1123.6,1105.01,1108.69,13482.0626,15014853.942313,11188.0,6162.2796,6864987.362255,0.0,21548.74,21589.15,21327.36,21396.28,930.4491,19954388.7899699,12143.0,421.71477,9045289.7914533,0.0
2022-06-14 04:05:00,43.0,44.4,43.0,43.9,25584.145,2022-06-14 04:09:59.999,1119826.5301,2364.0,14204.951,621437.9173,0.0,1108.76,1127.25,1108.75,1123.3,13278.06,14874585.53776,10321.0,7716.5663,8645342.521801,0.0,21396.29,21669.97,21394.52,21625.23,763.78237,16466410.8862179,10122.0,413.56151,8913230.2927768,0.0
2022-06-14 04:10:00,43.9,44.0,43.6,43.7,4128.669,2022-06-14 04:14:59.999,180921.2582,467.0,2078.507,91082.6209,0.0,1123.31,1127.57,1118.85,1123.38,11701.0844,13140141.607856,9014.0,7363.6963,8270210.759612,0.0,21625.23,21726.09,21569.7,21687.2,610.27035,13217233.2829508,9899.0,310.00414,6713946.4989833,0.0
2022-06-14 04:15:00,43.7,44.2,43.6,44.0,7222.246,2022-06-14 04:19:59.999,317499.5649,672.0,4009.539,176301.6857,0.0,1123.39,1142.05,1121.8,1139.11,21869.268,24792285.61977,16050.0,12804.664,14515927.745653,0.0,21687.2,21978.0,21665.14,21912.46,1631.01847,35671199.0200862,20407.0,826.27539,18068021.7177581,0.0
2022-06-14 04:20:00,43.9,44.0,43.7,43.8,3848.719,2022-06-14 04:24:59.999,168729.9787,349.0,2423.699,106277.0058,0.0,1139.1,1146.96,1133.53,1142.86,12121.4783,13812248.841332,9570.0,7073.72,8062365.727289,0.0,21912.47,21920.46,21766.45,21810.48,934.5387,20402726.0666724,14509.0,464.87825,10148942.0912243,0.0
2022-06-14 04:25:00,43.9,44.3,43.9,44.2,6167.725,2022-06-14 04:29:59.999,271844.2322,572.0,3007.317,132584.8752,0.0,1142.86,1158.94,1141.61,1156.27,17967.7149,20667848.827087,15048.0,9639.2753,11084289.496205,0.0,21810.49,21950.0,21781.91,21914.28,1042.13392,22783476.9725387,13891.0,500.03392,10930272.131623,0.0
2022-06-14 04:30:00,44.1,44.6,44.0,44.6,8034.153,2022-06-14 04:34:59.999,356200.6283,734.0,4655.82,206479.3839,0.0,1156.27,1178.0,1150.42,1173.81,22561.0331,26305608.82994,18324.0,11780.4241,13737279.236306,0.0,21914.28,22300.0,21836.12,22223.44,1855.51865,40975182.3912033,22744.0,927.91492,20491378.5497291,0.0
2022-06-14 04:35:00,44.7,44.7,44.1,44.2,5371.876,2022-06-14 04:39:59.999,238640.3481,495.0,2852.78,126691.7793,0.0,1173.81,1173.99,1156.62,1158.59,13407.567,15604144.347414,11151.0,7111.0113,8277556.604921,0.0,22223.45,22223.45,21918.9,21938.4,825.5204,18221252.3135223,12644.0,337.57501,7449933.9379037,0.0
2022-06-14 04:40:00,44.2,44.6,44.1,44.4,3304.537,2022-06-14 04:44:59.999,146516.3939,356.0,1760.778,78048.6327,0.0,1158.35,1168.94,1153.26,1163.67,9327.2122,10833095.09246,8554.0,4904.1594,5699202.142386,0.0,21938.4,22076.02,21852.26,21946.63,688.47407,15115618.2844458,11837.0,369.77555,8116328.3023945,0.0
2022-06-14 04:45:00,44.4,44.5,44.0,44.2,3707.876,2022-06-14 04:49:59.999,163887.9551,388.0,1936.461,85605.012,0.0,1163.67,1167.29,1153.27,1165.81,9712.2676,11266904.95858,9128.0,4750.9628,5509264.295971,0.0,21946.62,22056.0,21867.16,22038.09,701.40945,15390144.4162714,10187.0,369.85498,8115694.1322293,0.0
2022-06-14 04:50:00,44.2,44.3,44.1,44.2,2849.582,2022-06-14 04:54:59.999,125999.6917,298.0,1343.897,59437.5616,0.0,1165.82,1172.0,1158.83,1167.65,8791.4225,10251595.96043,7572.0,4674.2185,5451847.952047,0.0,22038.1,22114.03,21943.53,22083.41,503.04911,11081849.8849687,8235.0,250.33862,5514664.6440164,0.0
2022-06-14 04:55:00,44.2,44.7,44.2,44.5,7887.334,2022-06-14 04:59:59.999,351071.9698,541.0,4017.263,178950.1595,0.0,1167.64,1176.42,1166.57,1174.1,9391.1929,11002169.206729,7742.0,4759.8336,5578099.725023,0.0,22083.41,22200.0,22043.36,22127.91,708.26602,15671701.7540572,10570.0,331.49755,7334495.739756,0.0
2022-06-14 05:00:00,44.5,45.2,44.4,44.9,9164.448,2022-06-14 05:04:59.999,410368.0218,785.0,4902.527,219537.6963,0.0,1174.09,1196.93,1168.2,1190.66,21270.2939,25129718.805126,15490.0,12181.2948,14385876.85594,0.0,22127.92,22466.88,22070.81,22388.98,1914.68359,42632113.0472318,18839.0,1122.66171,24989093.0111913,0.0
2022-06-14 05:05:00,44.9,45.0,44.5,44.6,4162.179,2022-06-14 05:09:59.999,186281.2192,367.0,2196.184,98367.5742,0.0,1190.66,1192.85,1178.7,1180.69,13749.8357,16310785.06535,10819.0,6851.7591,8128377.960752,0.0,22388.97,22414.2,22222.0,22235.93,830.40747,18547851.5804906,12923.0,387.24595,8650030.3313127,0.0
2022-06-14 05:10:00,44.5,44.6,44.1,44.1,2918.404,2022-06-14 05:14:59.999,129421.7158,353.0,1216.011,53948.6767,0.0,1180.69,1181.01,1167.13,1168.96,13323.5065,15633301.923438,9135.0,5308.9814,6230048.4988,0.0,22235.93,22251.49,22077.21,22100.74,745.95752,16539012.3411268,10072.0,378.01816,8381408.5985619,0.0
2022-06-14 05:15:00,44.1,44.2,43.6,43.6,6530.312,2022-06-14 05:19:59.999,286192.5995,685.0,3318.977,145461.1411,0.0,1168.96,1171.65,1151.32,1151.55,15475.8834,17973304.895218,13006.0,6805.8076,7902082.123003,0.0,22100.74,22148.84,21848.0,21855.56,1197.25781,26302400.9031739,13775.0,569.73975,12517684.4311981,0.0
2022-06-14 05:20:00,43.6,43.8,43.5,43.7,4313.99,2022-06-14 05:24:59.999,188249.1902,437.0,1620.952,70766.7573,0.0,1151.56,1158.26,1147.35,1156.38,10978.8981,12650184.968562,10287.0,5524.1591,6364309.015654,0.0,21855.56,21969.13,21777.02,21916.6,924.42604,20205880.6328086,11422.0,496.68181,10856144.0529009,0.0
2022-06-14 05:25:00,43.6,43.9,43.5,43.6,3260.361,2022-06-14 05:29:59.999,142481.7143,311.0,1701.183,74406.1375,0.0,1156.38,1159.98,1148.05,1152.62,6769.3304,7811178.968044,6416.0,3223.0401,3719198.977988,0.0,21916.61,22000.8,21850.68,21914.87,476.4197,10448161.3734513,7275.0,249.58305,5473783.1927572,0.0
2022-06-14 05:30:00,43.5,43.8,43.3,43.7,4543.425,2022-06-14 05:34:59.999,197552.1014,528.0,1565.962,68151.9064,0.0,1152.63,1164.29,1145.77,1160.73,8867.8727,10219080.957064,8366.0,4259.1412,4907909.124473,0.0,21914.87,22073.85,21816.79,22025.74,698.1457,15308625.7933828,9368.0,341.12305,7482054.9500534,0.0
2022-06-14 05:35:00,43.7,43.8,43.5,43.7,6295.797,2022-06-14 05:39:59.999,274784.5393,464.0,2810.959,122700.5693,0.0,1160.73,1165.83,1154.44,1159.55,7202.5746,8357070.437012,6113.0,4214.8231,4889878.046144,0.0,22025.73,22100.0,21945.38,21992.11,735.832,16203511.7899505,9352.0,353.22972,7776514.4904253,0.0
2022-06-14 05:40:00,43.6,43.8,43.4,43.5,3927.448,2022-06-14 05:44:59.999,171216.6935,295.0,1761.577,76782.216,0.0,1159.55,1167.58,1157.51,1157.58,10023.6841,11653744.416221,7413.0,5740.7373,6672806.887128,0.0,21992.11,22108.0,21944.05,21944.09,622.49412,13707371.8719182,9374.0,319.23895,7028820.9699568,0.0
2022-06-14 05:45:00,43.5,43.8,43.3,43.4,4247.364,2022-06-14 05:49:59.999,184986.2848,353.0,1619.112,70486.1087,0.0,1157.58,1166.91,1150.46,1153.76,14918.1866,17304979.766404,10218.0,7861.3428,9123582.976159,0.0,21944.08,22094.55,21935.37,21975.99,517.95007,11404303.1362148,7895.0,260.93622,5744321.771573,0.0
2022-06-14 05:50:00,43.4,43.4,43.0,43.1,7704.803,2022-06-14 05:54:59.999,332461.3157,621.0,3063.515,132198.8039,0.0,1153.77,1153.77,1136.0,1140.56,18004.5421,20589271.851965,14376.0,7898.3957,9028620.234272,0.0,21975.99,21975.99,21763.71,21810.57,905.72784,19784217.8642565,10887.0,424.55889,9272872.208529,0.0
2022-06-14 05:55:00,43.1,43.4,43.0,43.3,5526.921,2022-06-14 05:59:59.999,238716.499,538.0,2852.801,123287.8827,0.0,1140.56,1159.72,1138.2,1156.88,12429.7607,14274483.321214,9900.0,7175.927,8240935.575604,0.0,21810.57,21995.9,21781.2,21977.83,681.53058,14902556.8616846,8810.0,351.58874,7689957.2900021,0.0
2022-06-14 06:00:00,43.3,43.8,43.1,43.8,6397.678,2022-06-14 06:04:59.999,277768.1241,617.0,2762.893,120028.7188,0.0,1156.88,1169.43,1150.61,1168.85,15459.3422,17920468.127674,11141.0,8118.9791,9414679.586433,0.0,21977.83,22200.0,21918.66,22180.74,883.02084,19455216.316744,10677.0,450.91218,9936791.3520485,0.0
2022-06-14 06:05:00,43.7,43.9,43.6,43.8,5497.241,2022-06-14 06:09:59.999,240346.5667,605.0,2596.521,113561.2332,0.0,1168.85,1181.19,1165.74,1179.52,14868.3615,17445868.498159,11321.0,7975.3691,9358098.547192,0.0,22180.74,22287.99,22125.43,22245.36,984.13972,21859302.0618414,11724.0,528.4428,11736048.2166476,0.0
2022-06-14 06:10:00,43.8,44.1,43.8,44.0,5294.303,2022-06-14 06:14:59.999,232677.2729,666.0,2547.589,111985.1898,0.0,1179.65,1185.84,1175.75,1178.38,12087.7987,14269448.830781,10517.0,6328.356,7469710.845277,0.0,22245.37,22438.1,22197.0,22328.57,1188.96834,26563453.4855677,13585.0,597.12588,13339935.5995173,0.0
2022-06-14 06:15:00,43.9,45.0,43.8,44.6,8533.116,2022-06-14 06:19:59.999,379331.0757,1049.0,4505.445,200335.4145,0.0,1178.37,1229.3,1177.87,1211.03,43687.1721,52515852.864684,26654.0,23922.2209,28796063.285363,0.0,22328.56,22785.77,22327.0,22687.39,2598.9359,58738953.8409899,26693.0,1418.81652,32065969.1834722,0.0
2022-06-14 06:20:00,44.5,45.7,44.5,45.1,16691.704,2022-06-14 06:24:59.999,754717.3799,1641.0,8685.819,392883.053,0.0,1211.04,1250.2,1208.63,1222.18,26740.0338,32860411.111307,24441.0,13094.5839,16096943.965548,0.0,22687.39,23362.88,22656.0,22982.32,2778.27087,63871648.934568,36199.0,1384.65745,31855194.4645197,0.0
2022-06-14 06:25:00,45.0,45.4,44.8,44.9,10362.489,2022-06-14 06:29:59.999,467088.0517,996.0,4770.294,215185.9413,0.0,1222.17,1245.27,1216.21,1218.89,22854.0572,28053173.690877,16740.0,10778.5545,13241462.033613,0.0,22982.32,23187.55,22855.11,22870.62,1489.04916,34238840.6243795,19592.0,785.71152,18070656.6476381,0.0
2022-06-14 06:30:00,45.0,45.2,44.6,44.7,6102.339,2022-06-14 06:34:59.999,273973.3779,719.0,2996.587,134524.6788,0.0,1218.89,1232.0,1209.3,1213.14,21522.0978,26209694.185214,14848.0,12234.5928,14895899.085332,0.0,22870.61,23046.09,22700.0,22741.99,1866.73664,42644289.9388546,18223.0,951.93066,21748072.4899269,0.0
2022-06-14 06:35:00,44.7,45.3,44.7,45.1,7338.127,2022-06-14 06:39:59.999,330286.2706,737.0,4625.995,208194.5613,0.0,1213.14,1228.43,1207.02,1223.6,12919.2858,15758373.141684,11836.0,6905.6095,8423071.838372,0.0,22741.98,23014.08,22686.63,22923.31,819.13399,18741980.6095647,12604.0,463.42823,10604215.2136982,0.0
2022-06-14 06:40:00,45.1,45.4,45.0,45.2,4072.278,2022-06-14 06:44:59.999,184058.3738,462.0,1734.146,78397.8503,0.0,1223.61,1234.04,1222.72,1226.82,9411.0877,11563073.198324,8331.0,4976.5337,6112907.855673,0.0,22923.32,23047.35,22909.38,22917.68,762.17761,17507505.9050513,10381.0,399.49187,9175124.2361343,0.0
2022-06-14 06:45:00,45.2,45.7,45.0,45.4,4824.551,2022-06-14 06:49:59.999,219009.8999,477.0,2346.537,106461.8817,0.0,1226.82,1238.51,1220.0,1231.49,10785.1258,13262207.168156,10691.0,5292.0538,6508179.681945,0.0,22917.67,22984.88,22753.86,22895.41,888.49872,20320886.0573154,11959.0,455.03982,10407719.9121811,0.0
2022-06-14 06:50:00,45.4,45.5,45.1,45.3,2638.873,2022-06-14 06:54:59.999,119652.44,407.0,922.668,41852.9786,0.0,1231.45,1238.18,1223.35,1226.53,7607.5678,9356838.891094,7790.0,3696.9861,4547607.166529,0.0,22895.41,22947.57,22750.02,22785.03,653.60674,14926893.6969611,8736.0,338.98602,7739647.2316494,0.0
2022-06-14 06:55:00,45.3,45.3,45.1,45.2,3153.329,2022-06-14 06:59:59.999,142585.94084,335.0,1772.556,80156.97931,0.0,1226.53,1229.92,1221.62,1227.13,9000.2755,11026240.938077,6664.0,4726.5922,5791150.336138,0.0,22785.03,22829.57,22707.49,22747.24,709.09793,16140604.6848132,10074.0,374.55137,8525751.4902525,0.0
